validation_sets,topics,alpha,beta,coherence
100% Corpus,3,0.81,0.41000000000000003,0.3175232533538747
100% Corpus,3,0.81,0.6100000000000001,0.2946792281668333
100% Corpus,3,0.81,0.81,0.29101813014766437
100% Corpus,3,0.81,symmetric,0.3259828664723286
100% Corpus,3,symmetric,0.01,0.36420924733285487
100% Corpus,3,symmetric,0.21000000000000002,0.2941522600621696
100% Corpus,3,symmetric,0.41000000000000003,0.26263082969299817
100% Corpus,3,symmetric,0.6100000000000001,0.2646923054887534
100% Corpus,3,symmetric,0.81,0.2995615736184761
100% Corpus,3,symmetric,symmetric,0.2722300615262047
100% Corpus,3,asymmetric,0.01,0.4198566170600125
100% Corpus,3,asymmetric,0.21000000000000002,0.2935526698864185
100% Corpus,3,asymmetric,0.41000000000000003,0.2729771176429127
100% Corpus,3,asymmetric,0.6100000000000001,0.24828247608090126
100% Corpus,3,asymmetric,0.81,0.2833802538918912
100% Corpus,3,asymmetric,symmetric,0.2716733321924852
100% Corpus,4,0.01,0.01,0.4235221906688609
100% Corpus,4,0.01,0.21000000000000002,0.35865146037074236
100% Corpus,4,0.01,0.41000000000000003,0.3305160817899851
100% Corpus,4,0.01,0.6100000000000001,0.3594200059203941
100% Corpus,4,0.01,0.81,0.3652837866228101
100% Corpus,4,0.01,symmetric,0.35991316190861133
100% Corpus,4,0.21000000000000002,0.01,0.34909798883835214
100% Corpus,4,0.21000000000000002,0.21000000000000002,0.3282450837948661
100% Corpus,4,0.21000000000000002,0.41000000000000003,0.3288482020471579
100% Corpus,4,0.21000000000000002,0.6100000000000001,0.33958557289484304
100% Corpus,4,0.21000000000000002,0.81,0.32364446746901276
100% Corpus,4,0.21000000000000002,symmetric,0.3282450837948661
100% Corpus,4,0.41000000000000003,0.01,0.34839700525848627
100% Corpus,4,0.41000000000000003,0.21000000000000002,0.3295402865636312
100% Corpus,4,0.41000000000000003,0.41000000000000003,0.317004055600594
100% Corpus,4,0.41000000000000003,0.6100000000000001,0.32875714133048595
100% Corpus,4,0.41000000000000003,0.81,0.3651693785977457
100% Corpus,4,0.41000000000000003,symmetric,0.3293844929131288
100% Corpus,4,0.6100000000000001,0.01,0.3801954524596631
100% Corpus,4,0.6100000000000001,0.21000000000000002,0.3622809783453301
100% Corpus,4,0.6100000000000001,0.41000000000000003,0.3492198203886002
100% Corpus,4,0.6100000000000001,0.6100000000000001,0.32730209785530334
100% Corpus,4,0.6100000000000001,0.81,0.3534055180536919
100% Corpus,4,0.6100000000000001,symmetric,0.37878895068048146
100% Corpus,4,0.81,0.01,0.3740564047457888
100% Corpus,4,0.81,0.21000000000000002,0.3696390956814553
100% Corpus,4,0.81,0.41000000000000003,0.34392850322304247
100% Corpus,4,0.81,0.6100000000000001,0.31663843725742097
100% Corpus,4,0.81,0.81,0.3308615954299357
100% Corpus,4,0.81,symmetric,0.3637815453803311
100% Corpus,4,symmetric,0.01,0.34159320902406354
100% Corpus,4,symmetric,0.21000000000000002,0.3282450837948661
100% Corpus,4,symmetric,0.41000000000000003,0.3253803990596704
100% Corpus,4,symmetric,0.6100000000000001,0.33958557289484304
100% Corpus,4,symmetric,0.81,0.3391637517502225
100% Corpus,4,symmetric,symmetric,0.3282450837948661
100% Corpus,4,asymmetric,0.01,0.43220281132726185
100% Corpus,4,asymmetric,0.21000000000000002,0.3483287910088985
100% Corpus,4,asymmetric,0.41000000000000003,0.25851728350126535
100% Corpus,4,asymmetric,0.6100000000000001,0.3783992485604012
100% Corpus,4,asymmetric,0.81,0.3742293894291389
100% Corpus,4,asymmetric,symmetric,0.35125956684755455
100% Corpus,5,0.01,0.01,0.3365095981502345
100% Corpus,5,0.01,0.21000000000000002,0.3868033345460721
100% Corpus,5,0.01,0.41000000000000003,0.39092814957747046
100% Corpus,5,0.01,0.6100000000000001,0.39383211355614833
100% Corpus,5,0.01,0.81,0.4023933878853887
100% Corpus,5,0.01,symmetric,0.37233484760647373
100% Corpus,5,0.21000000000000002,0.01,0.32821870069677217
100% Corpus,5,0.21000000000000002,0.21000000000000002,0.3936150205459338
100% Corpus,5,0.21000000000000002,0.41000000000000003,0.3802387377156422
100% Corpus,5,0.21000000000000002,0.6100000000000001,0.3103157463699481
100% Corpus,5,0.21000000000000002,0.81,0.3699723613947451
100% Corpus,5,0.21000000000000002,symmetric,0.3907847973854977
100% Corpus,5,0.41000000000000003,0.01,0.37721921761920313
100% Corpus,5,0.41000000000000003,0.21000000000000002,0.3806505149027301
100% Corpus,5,0.41000000000000003,0.41000000000000003,0.35555096866844726
100% Corpus,5,0.41000000000000003,0.6100000000000001,0.3680304211633822
100% Corpus,5,0.41000000000000003,0.81,0.34976285586816336
100% Corpus,5,0.41000000000000003,symmetric,0.3806505149027301
100% Corpus,5,0.6100000000000001,0.01,0.39507690099143333
100% Corpus,5,0.6100000000000001,0.21000000000000002,0.38147505630721523
100% Corpus,5,0.6100000000000001,0.41000000000000003,0.39547149834694584
100% Corpus,5,0.6100000000000001,0.6100000000000001,0.3964375588379764
100% Corpus,5,0.6100000000000001,0.81,0.40878294860453146
100% Corpus,5,0.6100000000000001,symmetric,0.39047665374090557
100% Corpus,5,0.81,0.01,0.38019254395907126
100% Corpus,5,0.81,0.21000000000000002,0.3103630930896061
100% Corpus,5,0.81,0.41000000000000003,0.3552070199987115
100% Corpus,5,0.81,0.6100000000000001,0.36164630022601113
100% Corpus,5,0.81,0.81,0.36075222461631745
100% Corpus,5,0.81,symmetric,0.3103630930896061
100% Corpus,5,symmetric,0.01,0.32821870069677217
100% Corpus,5,symmetric,0.21000000000000002,0.3934699829200533
100% Corpus,5,symmetric,0.41000000000000003,0.3802387377156422
100% Corpus,5,symmetric,0.6100000000000001,0.31184130970279794
100% Corpus,5,symmetric,0.81,0.3699723613947451
100% Corpus,5,symmetric,symmetric,0.3906397597596172
100% Corpus,5,asymmetric,0.01,0.4916307847476542
100% Corpus,5,asymmetric,0.21000000000000002,0.378111481014795
100% Corpus,5,asymmetric,0.41000000000000003,0.3735795133576266
100% Corpus,5,asymmetric,0.6100000000000001,0.3462991650407301
100% Corpus,5,asymmetric,0.81,0.347190659041844
100% Corpus,5,asymmetric,symmetric,0.37361225465986386
