validation_sets,topics,alpha,beta,coherence
100% Corpus,3,0.41000000000000003,0.21000000000000002,0.3139533124770246
100% Corpus,3,0.41000000000000003,0.41000000000000003,0.3204056091308189
100% Corpus,3,0.41000000000000003,0.6100000000000001,0.3168111056417248
100% Corpus,3,0.41000000000000003,0.81,0.32634427028666635
100% Corpus,3,0.41000000000000003,symmetric,0.3204056091308189
100% Corpus,3,0.6100000000000001,0.01,0.34418241187450693
100% Corpus,3,0.6100000000000001,0.21000000000000002,0.30704191092945304
100% Corpus,3,0.6100000000000001,0.41000000000000003,0.31327236614882653
100% Corpus,3,0.6100000000000001,0.6100000000000001,0.32760696752571605
100% Corpus,3,0.6100000000000001,0.81,0.30819949235565725
100% Corpus,3,0.6100000000000001,symmetric,0.30704191092945304
100% Corpus,3,0.81,0.01,0.3447201185789229
100% Corpus,3,0.81,0.21000000000000002,0.3052184918392724
100% Corpus,3,0.81,0.41000000000000003,0.31327236614882653
100% Corpus,3,0.81,0.6100000000000001,0.3081994923556573
100% Corpus,3,0.81,0.81,0.3122996882941633
100% Corpus,3,0.81,symmetric,0.30521849183927247
100% Corpus,3,symmetric,0.01,0.36213091222013993
100% Corpus,3,symmetric,0.21000000000000002,0.3072140217097909
100% Corpus,3,symmetric,0.41000000000000003,0.32634427028666635
100% Corpus,3,symmetric,0.6100000000000001,0.32634427028666635
100% Corpus,3,symmetric,0.81,0.32634427028666635
100% Corpus,3,symmetric,symmetric,0.32634427028666635
100% Corpus,3,asymmetric,0.01,0.37571859051015694
100% Corpus,3,asymmetric,0.21000000000000002,0.36349868464998875
100% Corpus,3,asymmetric,0.41000000000000003,0.35733378159879153
100% Corpus,3,asymmetric,0.6100000000000001,0.3710060509679913
100% Corpus,3,asymmetric,0.81,0.3634540916616314
100% Corpus,3,asymmetric,symmetric,0.35455345200399274
100% Corpus,4,0.01,0.01,0.3524861795268013
100% Corpus,4,0.01,0.21000000000000002,0.3057454763509696
100% Corpus,4,0.01,0.41000000000000003,0.2984520672825055
100% Corpus,4,0.01,0.6100000000000001,0.2973903028008781
100% Corpus,4,0.01,0.81,0.2961513220564152
100% Corpus,4,0.01,symmetric,0.32644491571854783
100% Corpus,4,0.21000000000000002,0.01,0.3457778317377715
100% Corpus,4,0.21000000000000002,0.21000000000000002,0.3079867205685878
100% Corpus,4,0.21000000000000002,0.41000000000000003,0.3430348775876376
100% Corpus,4,0.21000000000000002,0.6100000000000001,0.3343659579098601
100% Corpus,4,0.21000000000000002,0.81,0.34204358146399527
100% Corpus,4,0.21000000000000002,symmetric,0.3046126239422518
100% Corpus,4,0.41000000000000003,0.01,0.3488833385732731
100% Corpus,4,0.41000000000000003,0.21000000000000002,0.3482851911583139
100% Corpus,4,0.41000000000000003,0.41000000000000003,0.3125448453740364
100% Corpus,4,0.41000000000000003,0.6100000000000001,0.32250719262343314
100% Corpus,4,0.41000000000000003,0.81,0.3531150758525332
100% Corpus,4,0.41000000000000003,symmetric,0.3308890073142161
100% Corpus,4,0.6100000000000001,0.01,0.33239713239561586
100% Corpus,4,0.6100000000000001,0.21000000000000002,0.2825744249044915
100% Corpus,4,0.6100000000000001,0.41000000000000003,0.30447346621762517
100% Corpus,4,0.6100000000000001,0.6100000000000001,0.2904090192912329
100% Corpus,4,0.6100000000000001,0.81,0.3024243637727775
100% Corpus,4,0.6100000000000001,symmetric,0.27135442542297383
100% Corpus,4,0.81,0.01,0.34332315114823075
100% Corpus,4,0.81,0.21000000000000002,0.2996496875844715
100% Corpus,4,0.81,0.41000000000000003,0.2976719538322017
100% Corpus,4,0.81,0.6100000000000001,0.3096655303984209
100% Corpus,4,0.81,0.81,0.26470206444320143
100% Corpus,4,0.81,symmetric,0.28957524832227866
100% Corpus,4,symmetric,0.01,0.3572485573949697
100% Corpus,4,symmetric,0.21000000000000002,0.3072375912329282
100% Corpus,4,symmetric,0.41000000000000003,0.34263743511724193
100% Corpus,4,symmetric,0.6100000000000001,0.3432165632369274
100% Corpus,4,symmetric,0.81,0.3210281410033763
100% Corpus,4,symmetric,symmetric,0.3072375912329282
100% Corpus,4,asymmetric,0.01,0.3688044896183053
100% Corpus,4,asymmetric,0.21000000000000002,0.3634579659530821
100% Corpus,4,asymmetric,0.41000000000000003,0.3718525032431918
100% Corpus,4,asymmetric,0.6100000000000001,0.38704665534218635
100% Corpus,4,asymmetric,0.81,0.36911026470752906
100% Corpus,4,asymmetric,symmetric,0.3634579659530821
100% Corpus,5,0.01,0.01,0.3605362021359081
100% Corpus,5,0.01,0.21000000000000002,0.3547611456278357
100% Corpus,5,0.01,0.41000000000000003,0.35416059100357417
100% Corpus,5,0.01,0.6100000000000001,0.3530217221816448
100% Corpus,5,0.01,0.81,0.3547611456278357
100% Corpus,5,0.01,symmetric,0.33442369236290864
100% Corpus,5,0.21000000000000002,0.01,0.34154479641841257
100% Corpus,5,0.21000000000000002,0.21000000000000002,0.3349183828888639
100% Corpus,5,0.21000000000000002,0.41000000000000003,0.3225501193589523
100% Corpus,5,0.21000000000000002,0.6100000000000001,0.31737787342209084
100% Corpus,5,0.21000000000000002,0.81,0.3179515204700095
100% Corpus,5,0.21000000000000002,symmetric,0.3349183828888639
100% Corpus,5,0.41000000000000003,0.01,0.323778658796796
100% Corpus,5,0.41000000000000003,0.21000000000000002,0.3198201784717429
100% Corpus,5,0.41000000000000003,0.41000000000000003,0.3337697007261222
100% Corpus,5,0.41000000000000003,0.6100000000000001,0.34267787137484146
100% Corpus,5,0.41000000000000003,0.81,0.34267787137484146
100% Corpus,5,0.41000000000000003,symmetric,0.33472563678183276
100% Corpus,5,0.6100000000000001,0.01,0.3385623632648209
100% Corpus,5,0.6100000000000001,0.21000000000000002,0.27821497184714994
100% Corpus,5,0.6100000000000001,0.41000000000000003,0.2847859217581427
100% Corpus,5,0.6100000000000001,0.6100000000000001,0.29755959331588416
100% Corpus,5,0.6100000000000001,0.81,0.29505188755477596
100% Corpus,5,0.6100000000000001,symmetric,0.294416039933047
100% Corpus,5,0.81,0.01,0.3253149206326224
100% Corpus,5,0.81,0.21000000000000002,0.2640117982515391
100% Corpus,5,0.81,0.41000000000000003,0.2579680552498259
100% Corpus,5,0.81,0.6100000000000001,0.26142147425967394
100% Corpus,5,0.81,0.81,0.3232065814837009
100% Corpus,5,0.81,symmetric,0.2612375648595776
100% Corpus,5,symmetric,0.01,0.3373634413929881
100% Corpus,5,symmetric,0.21000000000000002,0.3349183828888639
100% Corpus,5,symmetric,0.41000000000000003,0.3225501193589523
100% Corpus,5,symmetric,0.6100000000000001,0.31737787342209084
100% Corpus,5,symmetric,0.81,0.3179515204700096
100% Corpus,5,symmetric,symmetric,0.3349183828888639
100% Corpus,5,asymmetric,0.01,0.29536279061299114
100% Corpus,5,asymmetric,0.21000000000000002,0.3539502826813238
100% Corpus,5,asymmetric,0.41000000000000003,0.3441627007594949
100% Corpus,5,asymmetric,0.6100000000000001,0.3450402262153609
100% Corpus,5,asymmetric,0.81,0.3388086325502062
100% Corpus,5,asymmetric,symmetric,0.33865460696814076
